FECHA_RESULTADO,DEPARTAMENTO,SEXO,casos_positivos
2020-11-25,TACNA,MASCULINO,17
2020-11-25,TUMBES,FEMENINO,8
2020-11-25,TUMBES,MASCULINO,2
2020-11-25,UCAYALI,FEMENINO,18
2020-11-25,UCAYALI,MASCULINO,11
2020-11-26,AMAZONAS,FEMENINO,9
2020-11-26,AMAZONAS,MASCULINO,3
2020-11-26,ANCASH,FEMENINO,49
2020-11-26,ANCASH,MASCULINO,33
2020-11-26,APURIMAC,FEMENINO,10
2020-11-26,APURIMAC,MASCULINO,13
2020-11-26,AREQUIPA,FEMENINO,48
2020-11-26,AREQUIPA,MASCULINO,29
2020-11-26,AYACUCHO,FEMENINO,10
2020-11-26,AYACUCHO,MASCULINO,5
2020-11-26,CAJAMARCA,FEMENINO,23
2020-11-26,CAJAMARCA,MASCULINO,13
2020-11-26,CALLAO,FEMENINO,49
2020-11-26,CALLAO,MASCULINO,55
2020-11-26,CUSCO,FEMENINO,32
2020-11-26,CUSCO,MASCULINO,17
2020-11-26,HUANCAVELICA,FEMENINO,3
2020-11-26,HUANCAVELICA,MASCULINO,3
2020-11-26,HUANUCO,FEMENINO,22
2020-11-26,HUANUCO,MASCULINO,24
2020-11-26,ICA,FEMENINO,11
2020-11-26,ICA,MASCULINO,6
2020-11-26,JUNIN,FEMENINO,45
2020-11-26,JUNIN,MASCULINO,36
2020-11-26,LA LIBERTAD,FEMENINO,60
2020-11-26,LA LIBERTAD,MASCULINO,21
2020-11-26,LAMBAYEQUE,FEMENINO,44
2020-11-26,LAMBAYEQUE,MASCULINO,39
2020-11-26,LIMA,FEMENINO,199
2020-11-26,LIMA,MASCULINO,203
2020-11-26,LORETO,FEMENINO,31
2020-11-26,LORETO,MASCULINO,13
2020-11-26,MADRE DE DIOS,FEMENINO,6
2020-11-26,MADRE DE DIOS,MASCULINO,5
2020-11-26,MOQUEGUA,FEMENINO,15
2020-11-26,MOQUEGUA,MASCULINO,11
2020-11-26,PASCO,FEMENINO,9
2020-11-26,PASCO,MASCULINO,3
2020-11-26,PIURA,FEMENINO,36
2020-11-26,PIURA,MASCULINO,41
2020-11-26,PUNO,FEMENINO,34
2020-11-26,PUNO,MASCULINO,22
2020-11-26,SAN MARTIN,FEMENINO,48
2020-11-26,SAN MARTIN,MASCULINO,28
2020-11-26,TACNA,FEMENINO,26
2020-11-26,TACNA,MASCULINO,21
2020-11-26,TUMBES,FEMENINO,11
2020-11-26,TUMBES,MASCULINO,15
2020-11-26,UCAYALI,FEMENINO,9
2020-11-26,UCAYALI,MASCULINO,9
2020-11-27,AMAZONAS,FEMENINO,13
2020-11-27,AMAZONAS,MASCULINO,9
2020-11-27,ANCASH,FEMENINO,66
2020-11-27,ANCASH,MASCULINO,64
2020-11-27,APURIMAC,FEMENINO,27
2020-11-27,APURIMAC,MASCULINO,24
2020-11-27,AREQUIPA,FEMENINO,60
2020-11-27,AREQUIPA,MASCULINO,30
2020-11-27,AYACUCHO,FEMENINO,22
2020-11-27,AYACUCHO,MASCULINO,15
2020-11-27,CAJAMARCA,FEMENINO,36
2020-11-27,CAJAMARCA,MASCULINO,21
2020-11-27,CALLAO,FEMENINO,53
2020-11-27,CALLAO,MASCULINO,34
2020-11-27,CUSCO,FEMENINO,41
2020-11-27,CUSCO,MASCULINO,44
2020-11-27,HUANCAVELICA,FEMENINO,13
2020-11-27,HUANCAVELICA,MASCULINO,9
2020-11-27,HUANUCO,FEMENINO,23
2020-11-27,HUANUCO,MASCULINO,12
2020-11-27,ICA,FEMENINO,10
2020-11-27,ICA,MASCULINO,8
2020-11-27,JUNIN,FEMENINO,31
2020-11-27,JUNIN,MASCULINO,20
2020-11-27,LA LIBERTAD,FEMENINO,55
2020-11-27,LA LIBERTAD,MASCULINO,34
2020-11-27,LAMBAYEQUE,FEMENINO,121
2020-11-27,LAMBAYEQUE,MASCULINO,80
2020-11-27,LIMA,FEMENINO,315
2020-11-27,LIMA,MASCULINO,287
2020-11-27,LORETO,FEMENINO,40
2020-11-27,LORETO,MASCULINO,42
2020-11-27,MADRE DE DIOS,FEMENINO,3
2020-11-27,MADRE DE DIOS,MASCULINO,3
2020-11-27,MOQUEGUA,FEMENINO,22
2020-11-27,MOQUEGUA,MASCULINO,8
2020-11-27,PASCO,FEMENINO,7
2020-11-27,PASCO,MASCULINO,3
2020-11-27,PIURA,FEMENINO,64
2020-11-27,PIURA,MASCULINO,48
2020-11-27,PUNO,FEMENINO,32
2020-11-27,PUNO,MASCULINO,20
2020-11-27,SAN MARTIN,FEMENINO,35
2020-11-27,SAN MARTIN,MASCULINO,32
2020-11-27,TACNA,FEMENINO,30
2020-11-27,TACNA,MASCULINO,16
2020-11-27,TUMBES,FEMENINO,5
2020-11-27,TUMBES,MASCULINO,9
2020-11-27,UCAYALI,FEMENINO,3
2020-11-27,UCAYALI,MASCULINO,2
2020-11-28,AMAZONAS,FEMENINO,5
2020-11-28,AMAZONAS,MASCULINO,5
2020-11-28,ANCASH,FEMENINO,15
2020-11-28,ANCASH,MASCULINO,10
2020-11-28,APURIMAC,FEMENINO,15
2020-11-28,APURIMAC,MASCULINO,2
2020-11-28,AREQUIPA,FEMENINO,21
2020-11-28,AREQUIPA,MASCULINO,21
2020-11-28,AYACUCHO,FEMENINO,11
2020-11-28,AYACUCHO,MASCULINO,13
2020-11-28,CAJAMARCA,FEMENINO,14
2020-11-28,CAJAMARCA,MASCULINO,13
2020-11-28,CALLAO,FEMENINO,34
2020-11-28,CALLAO,MASCULINO,31
2020-11-28,CUSCO,FEMENINO,28
2020-11-28,CUSCO,MASCULINO,34
2020-11-28,HUANCAVELICA,FEMENINO,4
2020-11-28,HUANCAVELICA,MASCULINO,2
2020-11-28,HUANUCO,FEMENINO,14
2020-11-28,HUANUCO,MASCULINO,18
2020-11-28,ICA,FEMENINO,9
2020-11-28,ICA,MASCULINO,9
2020-11-28,JUNIN,FEMENINO,33
2020-11-28,JUNIN,MASCULINO,27
2020-11-28,LA LIBERTAD,FEMENINO,19
2020-11-28,LA LIBERTAD,MASCULINO,12
2020-11-28,LAMBAYEQUE,FEMENINO,22
2020-11-28,LAMBAYEQUE,MASCULINO,20
2020-11-28,LIMA,FEMENINO,183
2020-11-28,LIMA,MASCULINO,159
2020-11-28,LORETO,FEMENINO,19
2020-11-28,LORETO,MASCULINO,13
2020-11-28,MADRE DE DIOS,FEMENINO,4
2020-11-28,MADRE DE DIOS,MASCULINO,3
2020-11-28,MOQUEGUA,FEMENINO,7
2020-11-28,MOQUEGUA,MASCULINO,1
2020-11-28,PASCO,FEMENINO,2
2020-11-28,PASCO,MASCULINO,6
2020-11-28,PIURA,FEMENINO,45
2020-11-28,PIURA,MASCULINO,38
2020-11-28,PUNO,FEMENINO,20
2020-11-28,PUNO,MASCULINO,15
2020-11-28,SAN MARTIN,FEMENINO,50
2020-11-28,SAN MARTIN,MASCULINO,17
2020-11-28,TACNA,FEMENINO,30
2020-11-28,TACNA,MASCULINO,24
2020-11-28,TUMBES,FEMENINO,6
2020-11-28,TUMBES,MASCULINO,2
2020-11-28,UCAYALI,FEMENINO,2
2020-11-28,UCAYALI,MASCULINO,3
2020-11-29,AMAZONAS,FEMENINO,10
2020-11-29,AMAZONAS,MASCULINO,22
2020-11-29,ANCASH,FEMENINO,27
2020-11-29,ANCASH,MASCULINO,30
2020-11-29,APURIMAC,FEMENINO,2
2020-11-29,APURIMAC,MASCULINO,2
2020-11-29,AREQUIPA,FEMENINO,10
2020-11-29,AREQUIPA,MASCULINO,23
2020-11-29,AYACUCHO,FEMENINO,7
2020-11-29,AYACUCHO,MASCULINO,5
2020-11-29,CAJAMARCA,FEMENINO,29
2020-11-29,CAJAMARCA,MASCULINO,20
2020-11-29,CALLAO,FEMENINO,26
2020-11-29,CALLAO,MASCULINO,14
2020-11-29,CUSCO,FEMENINO,12
2020-11-29,CUSCO,MASCULINO,9
2020-11-29,HUANCAVELICA,MASCULINO,2
2020-11-29,HUANUCO,FEMENINO,11
2020-11-29,HUANUCO,MASCULINO,15
2020-11-29,ICA,FEMENINO,6
2020-11-29,ICA,MASCULINO,7
2020-11-29,JUNIN,FEMENINO,17
2020-11-29,JUNIN,MASCULINO,12
2020-11-29,LA LIBERTAD,FEMENINO,7
2020-11-29,LA LIBERTAD,MASCULINO,16
2020-11-29,LAMBAYEQUE,FEMENINO,16
2020-11-29,LAMBAYEQUE,MASCULINO,10
2020-11-29,LIMA,FEMENINO,195
2020-11-29,LIMA,MASCULINO,200
2020-11-29,LORETO,FEMENINO,16
2020-11-29,LORETO,MASCULINO,13
2020-11-29,MADRE DE DIOS,FEMENINO,2
2020-11-29,MADRE DE DIOS,MASCULINO,2
2020-11-29,MOQUEGUA,FEMENINO,4
2020-11-29,MOQUEGUA,MASCULINO,6
2020-11-29,PASCO,FEMENINO,4
2020-11-29,PASCO,MASCULINO,1
2020-11-29,PIURA,FEMENINO,17
2020-11-29,PIURA,MASCULINO,15
2020-11-29,PUNO,FEMENINO,10
2020-11-29,PUNO,MASCULINO,9
2020-11-29,SAN MARTIN,FEMENINO,24
2020-11-29,SAN MARTIN,MASCULINO,10
2020-11-29,TACNA,FEMENINO,3
2020-11-29,TUMBES,FEMENINO,5
2020-11-29,TUMBES,MASCULINO,11
2020-11-29,UCAYALI,FEMENINO,1
2020-11-29,UCAYALI,MASCULINO,2
2020-11-30,AMAZONAS,FEMENINO,11
2020-11-30,AMAZONAS,MASCULINO,7
2020-11-30,ANCASH,FEMENINO,27
2020-11-30,ANCASH,MASCULINO,24
2020-11-30,APURIMAC,FEMENINO,20
2020-11-30,APURIMAC,MASCULINO,23
2020-11-30,AREQUIPA,FEMENINO,39
2020-11-30,AREQUIPA,MASCULINO,30
2020-11-30,AYACUCHO,FEMENINO,26
2020-11-30,AYACUCHO,MASCULINO,8
2020-11-30,CAJAMARCA,FEMENINO,18
2020-11-30,CAJAMARCA,MASCULINO,15
2020-11-30,CALLAO,FEMENINO,50
2020-11-30,CALLAO,MASCULINO,42
2020-11-30,CUSCO,FEMENINO,25
2020-11-30,CUSCO,MASCULINO,24
2020-11-30,HUANCAVELICA,FEMENINO,3
2020-11-30,HUANCAVELICA,MASCULINO,8
2020-11-30,HUANUCO,FEMENINO,21
2020-11-30,HUANUCO,MASCULINO,16
2020-11-30,ICA,FEMENINO,6
2020-11-30,ICA,MASCULINO,6
2020-11-30,JUNIN,FEMENINO,43
2020-11-30,JUNIN,MASCULINO,33
2020-11-30,LA LIBERTAD,FEMENINO,40
2020-11-30,LA LIBERTAD,MASCULINO,23
2020-11-30,LAMBAYEQUE,FEMENINO,30
2020-11-30,LAMBAYEQUE,MASCULINO,19
2020-11-30,LIMA,FEMENINO,312
2020-11-30,LIMA,MASCULINO,281
2020-11-30,LORETO,FEMENINO,18
2020-11-30,LORETO,MASCULINO,15
2020-11-30,MADRE DE DIOS,FEMENINO,5
2020-11-30,MADRE DE DIOS,MASCULINO,5
2020-11-30,MOQUEGUA,FEMENINO,14
2020-11-30,MOQUEGUA,MASCULINO,14
2020-11-30,PASCO,FEMENINO,4
2020-11-30,PASCO,MASCULINO,6
2020-11-30,PIURA,FEMENINO,43
2020-11-30,PIURA,MASCULINO,42
2020-11-30,PUNO,FEMENINO,26
2020-11-30,PUNO,MASCULINO,12
2020-11-30,SAN MARTIN,FEMENINO,29
2020-11-30,SAN MARTIN,MASCULINO,27
2020-11-30,TACNA,FEMENINO,28
2020-11-30,TACNA,MASCULINO,14
2020-11-30,TUMBES,FEMENINO,5
2020-11-30,TUMBES,MASCULINO,6
2020-11-30,UCAYALI,FEMENINO,9
2020-11-30,UCAYALI,MASCULINO,1
2020-12-01,AMAZONAS,FEMENINO,4
2020-12-01,AMAZONAS,MASCULINO,4
2020-12-01,ANCASH,FEMENINO,30
2020-12-01,ANCASH,MASCULINO,31
2020-12-01,APURIMAC,FEMENINO,10
2020-12-01,APURIMAC,MASCULINO,14
2020-12-01,AREQUIPA,FEMENINO,48
2020-12-01,AREQUIPA,MASCULINO,41
2020-12-01,AYACUCHO,FEMENINO,24
2020-12-01,AYACUCHO,MASCULINO,19
2020-12-01,CAJAMARCA,FEMENINO,26
2020-12-01,CAJAMARCA,MASCULINO,17
2020-12-01,CALLAO,FEMENINO,44
2020-12-01,CALLAO,MASCULINO,31
2020-12-01,CUSCO,FEMENINO,22
2020-12-01,CUSCO,MASCULINO,21
2020-12-01,HUANCAVELICA,FEMENINO,2
2020-12-01,HUANCAVELICA,MASCULINO,6
2020-12-01,HUANUCO,FEMENINO,13
2020-12-01,HUANUCO,MASCULINO,13
2020-12-01,ICA,FEMENINO,10
2020-12-01,ICA,MASCULINO,8
2020-12-01,JUNIN,FEMENINO,50
2020-12-01,JUNIN,MASCULINO,27
2020-12-01,LA LIBERTAD,FEMENINO,29
2020-12-01,LA LIBERTAD,MASCULINO,12
2020-12-01,LAMBAYEQUE,FEMENINO,60
2020-12-01,LAMBAYEQUE,MASCULINO,53
2020-12-01,LIMA,FEMENINO,235
2020-12-01,LIMA,MASCULINO,224
2020-12-01,LORETO,FEMENINO,21
2020-12-01,LORETO,MASCULINO,23
2020-12-01,MADRE DE DIOS,FEMENINO,2
2020-12-01,MADRE DE DIOS,MASCULINO,1
2020-12-01,MOQUEGUA,FEMENINO,19
2020-12-01,MOQUEGUA,MASCULINO,17
2020-12-01,PASCO,FEMENINO,2
2020-12-01,PASCO,MASCULINO,2
2020-12-01,PIURA,FEMENINO,42
2020-12-01,PIURA,MASCULINO,37
2020-12-01,PUNO,FEMENINO,21
2020-12-01,PUNO,MASCULINO,13
2020-12-01,SAN MARTIN,FEMENINO,44
2020-12-01,SAN MARTIN,MASCULINO,26
2020-12-01,TACNA,FEMENINO,16
2020-12-01,TACNA,MASCULINO,7
2020-12-01,TUMBES,FEMENINO,8
2020-12-01,TUMBES,MASCULINO,4
2020-12-01,UCAYALI,FEMENINO,4
2020-12-01,UCAYALI,MASCULINO,5
2020-12-02,AMAZONAS,FEMENINO,11
2020-12-02,AMAZONAS,MASCULINO,15
2020-12-02,ANCASH,FEMENINO,19
2020-12-02,ANCASH,MASCULINO,16
2020-12-02,APURIMAC,FEMENINO,12
2020-12-02,APURIMAC,MASCULINO,14
2020-12-02,AREQUIPA,FEMENINO,32
2020-12-02,AREQUIPA,MASCULINO,15
2020-12-02,AYACUCHO,FEMENINO,17
2020-12-02,AYACUCHO,MASCULINO,13
2020-12-02,CAJAMARCA,FEMENINO,35
2020-12-02,CAJAMARCA,MASCULINO,45
2020-12-02,CALLAO,FEMENINO,35
2020-12-02,CALLAO,MASCULINO,27
2020-12-02,CUSCO,FEMENINO,17
2020-12-02,CUSCO,MASCULINO,21
2020-12-02,HUANCAVELICA,FEMENINO,1
2020-12-02,HUANCAVELICA,MASCULINO,4
2020-12-02,HUANUCO,FEMENINO,10
2020-12-02,HUANUCO,MASCULINO,20
2020-12-02,ICA,FEMENINO,17
2020-12-02,ICA,MASCULINO,7
2020-12-02,JUNIN,FEMENINO,31
2020-12-02,JUNIN,MASCULINO,26
2020-12-02,LA LIBERTAD,FEMENINO,41
2020-12-02,LA LIBERTAD,MASCULINO,33
2020-12-02,LAMBAYEQUE,FEMENINO,41
2020-12-02,LAMBAYEQUE,MASCULINO,38
2020-12-02,LIMA,FEMENINO,248
2020-12-02,LIMA,MASCULINO,216
2020-12-02,LORETO,FEMENINO,34
2020-12-02,LORETO,MASCULINO,28
2020-12-02,MADRE DE DIOS,FEMENINO,7
2020-12-02,MADRE DE DIOS,MASCULINO,13
2020-12-02,MOQUEGUA,FEMENINO,9
2020-12-02,MOQUEGUA,MASCULINO,7
2020-12-02,PASCO,FEMENINO,2
2020-12-02,PASCO,MASCULINO,4
2020-12-02,PIURA,FEMENINO,37
2020-12-02,PIURA,MASCULINO,32
2020-12-02,PUNO,FEMENINO,29
2020-12-02,PUNO,MASCULINO,14
2020-12-02,SAN MARTIN,FEMENINO,21
2020-12-02,SAN MARTIN,MASCULINO,20
2020-12-02,TACNA,FEMENINO,19
2020-12-02,TACNA,MASCULINO,12
2020-12-02,TUMBES,FEMENINO,11
2020-12-02,TUMBES,MASCULINO,3
2020-12-02,UCAYALI,FEMENINO,10
2020-12-02,UCAYALI,MASCULINO,3
2020-12-03,AMAZONAS,FEMENINO,8
2020-12-03,AMAZONAS,MASCULINO,8
2020-12-03,ANCASH,FEMENINO,49
2020-12-03,ANCASH,MASCULINO,43
2020-12-03,APURIMAC,FEMENINO,11
2020-12-03,APURIMAC,MASCULINO,12
2020-12-03,AREQUIPA,FEMENINO,31
2020-12-03,AREQUIPA,MASCULINO,18
2020-12-03,AYACUCHO,FEMENINO,12
2020-12-03,AYACUCHO,MASCULINO,10
2020-12-03,CAJAMARCA,FEMENINO,32
2020-12-03,CAJAMARCA,MASCULINO,21
2020-12-03,CALLAO,FEMENINO,36
2020-12-03,CALLAO,MASCULINO,28
2020-12-03,CUSCO,FEMENINO,26
2020-12-03,CUSCO,MASCULINO,23
2020-12-03,HUANCAVELICA,FEMENINO,6
2020-12-03,HUANCAVELICA,MASCULINO,7
2020-12-03,HUANUCO,FEMENINO,39
2020-12-03,HUANUCO,MASCULINO,26
2020-12-03,ICA,FEMENINO,10
2020-12-03,ICA,MASCULINO,5
2020-12-03,JUNIN,FEMENINO,37
2020-12-03,JUNIN,MASCULINO,20
2020-12-03,LA LIBERTAD,FEMENINO,26
2020-12-03,LA LIBERTAD,MASCULINO,21
2020-12-03,LAMBAYEQUE,FEMENINO,58
2020-12-03,LAMBAYEQUE,MASCULINO,45
2020-12-03,LIMA,FEMENINO,300
2020-12-03,LIMA,MASCULINO,263
2020-12-03,LORETO,FEMENINO,31
2020-12-03,LORETO,MASCULINO,26
2020-12-03,MADRE DE DIOS,FEMENINO,11
2020-12-03,MADRE DE DIOS,MASCULINO,4
2020-12-03,MOQUEGUA,FEMENINO,16
2020-12-03,MOQUEGUA,MASCULINO,15
2020-12-03,PASCO,FEMENINO,4
2020-12-03,PASCO,MASCULINO,3
2020-12-03,PIURA,FEMENINO,31
2020-12-03,PIURA,MASCULINO,36
2020-12-03,PUNO,FEMENINO,18
2020-12-03,PUNO,MASCULINO,14
2020-12-03,SAN MARTIN,FEMENINO,18
2020-12-03,SAN MARTIN,MASCULINO,20
2020-12-03,TACNA,FEMENINO,11
2020-12-03,TACNA,MASCULINO,6
2020-12-03,TUMBES,FEMENINO,8
2020-12-03,TUMBES,MASCULINO,10
2020-12-03,UCAYALI,FEMENINO,17
2020-12-03,UCAYALI,MASCULINO,11
2020-12-04,AMAZONAS,FEMENINO,11
2020-12-04,AMAZONAS,MASCULINO,6
2020-12-04,ANCASH,FEMENINO,36
2020-12-04,ANCASH,MASCULINO,27
2020-12-04,APURIMAC,FEMENINO,24
2020-12-04,APURIMAC,MASCULINO,24
2020-12-04,AREQUIPA,FEMENINO,29
2020-12-04,AREQUIPA,MASCULINO,24
2020-12-04,AYACUCHO,FEMENINO,6
2020-12-04,AYACUCHO,MASCULINO,12
2020-12-04,CAJAMARCA,FEMENINO,29
2020-12-04,CAJAMARCA,MASCULINO,14
2020-12-04,CALLAO,FEMENINO,57
2020-12-04,CALLAO,MASCULINO,35
2020-12-04,CUSCO,FEMENINO,33
2020-12-04,CUSCO,MASCULINO,22
2020-12-04,HUANCAVELICA,FEMENINO,3
2020-12-04,HUANCAVELICA,MASCULINO,3
2020-12-04,HUANUCO,FEMENINO,20
2020-12-04,HUANUCO,MASCULINO,20
2020-12-04,ICA,FEMENINO,15
2020-12-04,ICA,MASCULINO,13
2020-12-04,JUNIN,FEMENINO,44
2020-12-04,JUNIN,MASCULINO,22
2020-12-04,LA LIBERTAD,FEMENINO,27
2020-12-04,LA LIBERTAD,MASCULINO,26
2020-12-04,LAMBAYEQUE,FEMENINO,27
2020-12-04,LAMBAYEQUE,MASCULINO,35
2020-12-04,LIMA,FEMENINO,254
2020-12-04,LIMA,MASCULINO,214
2020-12-04,LORETO,FEMENINO,24
2020-12-04,LORETO,MASCULINO,10
2020-12-04,MADRE DE DIOS,FEMENINO,12
2020-12-04,MADRE DE DIOS,MASCULINO,1
2020-12-04,MOQUEGUA,FEMENINO,21
2020-12-04,MOQUEGUA,MASCULINO,11
2020-12-04,PASCO,FEMENINO,15
2020-12-04,PASCO,MASCULINO,9
2020-12-04,PIURA,FEMENINO,44
2020-12-04,PIURA,MASCULINO,36
2020-12-04,PUNO,FEMENINO,17
2020-12-04,PUNO,MASCULINO,11
2020-12-04,SAN MARTIN,FEMENINO,22
2020-12-04,SAN MARTIN,MASCULINO,10
2020-12-04,TACNA,FEMENINO,11
2020-12-04,TACNA,MASCULINO,16
2020-12-04,TUMBES,FEMENINO,4
2020-12-04,TUMBES,MASCULINO,3
2020-12-04,UCAYALI,FEMENINO,9
2020-12-04,UCAYALI,MASCULINO,4
2020-12-05,AMAZONAS,FEMENINO,8
2020-12-05,AMAZONAS,MASCULINO,4
2020-12-05,ANCASH,FEMENINO,23
2020-12-05,ANCASH,MASCULINO,9
2020-12-05,APURIMAC,FEMENINO,6
2020-12-05,APURIMAC,MASCULINO,9
2020-12-05,AREQUIPA,FEMENINO,18
2020-12-05,AREQUIPA,MASCULINO,17
2020-12-05,AYACUCHO,FEMENINO,17
2020-12-05,AYACUCHO,MASCULINO,5
2020-12-05,CAJAMARCA,FEMENINO,18
2020-12-05,CAJAMARCA,MASCULINO,9
2020-12-05,CALLAO,FEMENINO,28
2020-12-05,CALLAO,MASCULINO,22
2020-12-05,CUSCO,FEMENINO,13
2020-12-05,CUSCO,MASCULINO,21
2020-12-05,HUANCAVELICA,FEMENINO,3
2020-12-05,HUANCAVELICA,MASCULINO,4
2020-12-05,HUANUCO,FEMENINO,13
2020-12-05,HUANUCO,MASCULINO,13
2020-12-05,ICA,FEMENINO,28
2020-12-05,ICA,MASCULINO,24
2020-12-05,JUNIN,FEMENINO,27
2020-12-05,JUNIN,MASCULINO,14
2020-12-05,LA LIBERTAD,FEMENINO,65
2020-12-05,LA LIBERTAD,MASCULINO,39
2020-12-05,LAMBAYEQUE,FEMENINO,62
2020-12-05,LAMBAYEQUE,MASCULINO,71
2020-12-05,LIMA,FEMENINO,182
2020-12-05,LIMA,MASCULINO,162
2020-12-05,LORETO,FEMENINO,34
2020-12-05,LORETO,MASCULINO,14
2020-12-05,MADRE DE DIOS,FEMENINO,7
2020-12-05,MADRE DE DIOS,MASCULINO,3
2020-12-05,MOQUEGUA,FEMENINO,12
2020-12-05,MOQUEGUA,MASCULINO,5
2020-12-05,PASCO,FEMENINO,7
2020-12-05,PASCO,MASCULINO,2
2020-12-05,PIURA,FEMENINO,30
2020-12-05,PIURA,MASCULINO,28
2020-12-05,PUNO,FEMENINO,14
2020-12-05,PUNO,MASCULINO,17
2020-12-05,SAN MARTIN,FEMENINO,16
2020-12-05,SAN MARTIN,MASCULINO,5
2020-12-05,TACNA,FEMENINO,4
2020-12-05,TACNA,MASCULINO,10
2020-12-05,TUMBES,FEMENINO,16
2020-12-05,TUMBES,MASCULINO,19
2020-12-05,UCAYALI,FEMENINO,6
2020-12-05,UCAYALI,MASCULINO,1
2020-12-07,AMAZONAS,FEMENINO,13
2020-12-07,AMAZONAS,MASCULINO,8
2020-12-07,ANCASH,FEMENINO,24
2020-12-07,ANCASH,MASCULINO,15
2020-12-07,APURIMAC,FEMENINO,25
2020-12-07,APURIMAC,MASCULINO,17
2020-12-07,AREQUIPA,FEMENINO,19
2020-12-07,AREQUIPA,MASCULINO,18
2020-12-07,AYACUCHO,FEMENINO,4
2020-12-07,AYACUCHO,MASCULINO,12
2020-12-07,CAJAMARCA,FEMENINO,17
2020-12-07,CAJAMARCA,MASCULINO,21
2020-12-07,CALLAO,FEMENINO,46
2020-12-07,CALLAO,MASCULINO,29
2020-12-07,CUSCO,FEMENINO,16
2020-12-07,CUSCO,MASCULINO,22
2020-12-07,HUANCAVELICA,FEMENINO,9
2020-12-07,HUANCAVELICA,MASCULINO,5
2020-12-07,HUANUCO,FEMENINO,19
2020-12-07,HUANUCO,MASCULINO,15
2020-12-07,ICA,FEMENINO,12
2020-12-07,ICA,MASCULINO,14
2020-12-07,JUNIN,FEMENINO,44
2020-12-07,JUNIN,MASCULINO,31
2020-12-07,LA LIBERTAD,FEMENINO,14
2020-12-07,LA LIBERTAD,MASCULINO,17
2020-12-07,LAMBAYEQUE,FEMENINO,19
2020-12-07,LAMBAYEQUE,MASCULINO,18
2020-12-07,LIMA,FEMENINO,286
2020-12-07,LIMA,MASCULINO,280
2020-12-07,LORETO,FEMENINO,24
2020-12-07,LORETO,MASCULINO,13
2020-12-07,MADRE DE DIOS,FEMENINO,8
2020-12-07,MADRE DE DIOS,MASCULINO,3
2020-12-07,MOQUEGUA,FEMENINO,7
2020-12-07,MOQUEGUA,MASCULINO,11
2020-12-07,PASCO,FEMENINO,6
2020-12-07,PASCO,MASCULINO,2
2020-12-07,PIURA,FEMENINO,25
2020-12-07,PIURA,MASCULINO,50
2020-12-07,PUNO,FEMENINO,10
2020-12-07,PUNO,MASCULINO,15
2020-12-07,SAN MARTIN,FEMENINO,20
2020-12-07,SAN MARTIN,MASCULINO,16
2020-12-07,TACNA,FEMENINO,15
2020-12-07,TACNA,MASCULINO,12
2020-12-07,TUMBES,FEMENINO,6
2020-12-07,TUMBES,MASCULINO,6
2020-12-07,UCAYALI,FEMENINO,5
2020-12-07,UCAYALI,MASCULINO,5
2020-12-08,AMAZONAS,FEMENINO,7
2020-12-08,AMAZONAS,MASCULINO,1
2020-12-08,ANCASH,FEMENINO,16
2020-12-08,ANCASH,MASCULINO,26
2020-12-08,APURIMAC,FEMENINO,5
2020-12-08,APURIMAC,MASCULINO,6
2020-12-08,AREQUIPA,FEMENINO,7
2020-12-08,AREQUIPA,MASCULINO,8
2020-12-08,AYACUCHO,FEMENINO,10
2020-12-08,AYACUCHO,MASCULINO,6
2020-12-08,CAJAMARCA,FEMENINO,19
2020-12-08,CAJAMARCA,MASCULINO,17
2020-12-08,CALLAO,FEMENINO,12
2020-12-08,CALLAO,MASCULINO,4
2020-12-08,CUSCO,FEMENINO,19
2020-12-08,CUSCO,MASCULINO,14
2020-12-08,HUANCAVELICA,FEMENINO,1
2020-12-08,HUANCAVELICA,MASCULINO,3
2020-12-08,HUANUCO,FEMENINO,11
2020-12-08,HUANUCO,MASCULINO,8
2020-12-08,ICA,FEMENINO,5
2020-12-08,ICA,MASCULINO,3
2020-12-08,JUNIN,FEMENINO,19
2020-12-08,JUNIN,MASCULINO,10
2020-12-08,LA LIBERTAD,FEMENINO,7
2020-12-08,LA LIBERTAD,MASCULINO,12
2020-12-08,LAMBAYEQUE,FEMENINO,11
2020-12-08,LAMBAYEQUE,MASCULINO,14
2020-12-08,LIMA,FEMENINO,134
2020-12-08,LIMA,MASCULINO,144
2020-12-08,LORETO,FEMENINO,2
2020-12-08,LORETO,MASCULINO,8
2020-12-08,MADRE DE DIOS,FEMENINO,4
2020-12-08,MADRE DE DIOS,MASCULINO,3
2020-12-08,MOQUEGUA,FEMENINO,16
2020-12-08,MOQUEGUA,MASCULINO,17
2020-12-08,PASCO,FEMENINO,1
2020-12-08,PIURA,FEMENINO,47
2020-12-08,PIURA,MASCULINO,22
2020-12-08,PUNO,FEMENINO,10
2020-12-08,PUNO,MASCULINO,9
2020-12-08,SAN MARTIN,FEMENINO,12
2020-12-08,SAN MARTIN,MASCULINO,11
2020-12-08,TACNA,FEMENINO,3
2020-12-08,TACNA,MASCULINO,7
2020-12-08,TUMBES,FEMENINO,4
2020-12-08,TUMBES,MASCULINO,1
2020-12-08,UCAYALI,FEMENINO,10
2020-12-08,UCAYALI,MASCULINO,6
2020-12-09,AMAZONAS,FEMENINO,10
2020-12-09,AMAZONAS,MASCULINO,7
