FECHA_FALLECIMIENTO,DEPARTAMENTO,SEXO,defunciones
2020-10-31,CUSCO,MASCULINO,2
2020-10-31,HUANCAVELICA,MASCULINO,1
2020-10-31,HUANUCO,FEMENINO,1
2020-10-31,ICA,MASCULINO,1
2020-10-31,ICA,FEMENINO,1
2020-10-31,JUNIN,MASCULINO,5
2020-10-31,LA LIBERTAD,MASCULINO,4
2020-10-31,LA LIBERTAD,FEMENINO,1
2020-10-31,LAMBAYEQUE,MASCULINO,3
2020-10-31,LAMBAYEQUE,FEMENINO,3
2020-10-31,LIMA,MASCULINO,18
2020-10-31,LIMA,FEMENINO,19
2020-10-31,MOQUEGUA,MASCULINO,1
2020-10-31,PIURA,MASCULINO,4
2020-10-31,PIURA,FEMENINO,2
2020-10-31,PUNO,FEMENINO,3
2020-10-31,SAN MARTIN,FEMENINO,1
2020-10-31,TACNA,FEMENINO,2
2020-10-31,TUMBES,MASCULINO,1
2020-10-31,TUMBES,FEMENINO,2
2020-10-31,UCAYALI,FEMENINO,2
2020-11-01,AMAZONAS,MASCULINO,1
2020-11-01,AMAZONAS,FEMENINO,1
2020-11-01,ANCASH,MASCULINO,3
2020-11-01,ANCASH,FEMENINO,3
2020-11-01,APURIMAC,MASCULINO,3
2020-11-01,AREQUIPA,MASCULINO,3
2020-11-01,AREQUIPA,FEMENINO,1
2020-11-01,CAJAMARCA,MASCULINO,1
2020-11-01,CAJAMARCA,FEMENINO,1
2020-11-01,CALLAO,MASCULINO,4
2020-11-01,CALLAO,FEMENINO,6
2020-11-01,CUSCO,MASCULINO,2
2020-11-01,HUANCAVELICA,MASCULINO,2
2020-11-01,HUANUCO,MASCULINO,1
2020-11-01,HUANUCO,FEMENINO,2
2020-11-01,ICA,MASCULINO,2
2020-11-01,ICA,FEMENINO,3
2020-11-01,JUNIN,MASCULINO,1
2020-11-01,JUNIN,FEMENINO,2
2020-11-01,LA LIBERTAD,MASCULINO,1
2020-11-01,LA LIBERTAD,FEMENINO,2
2020-11-01,LAMBAYEQUE,MASCULINO,2
2020-11-01,LAMBAYEQUE,FEMENINO,6
2020-11-01,LIMA,MASCULINO,31
2020-11-01,LIMA,FEMENINO,13
2020-11-01,LORETO,MASCULINO,1
2020-11-01,MOQUEGUA,MASCULINO,1
2020-11-01,PIURA,MASCULINO,6
2020-11-01,PIURA,FEMENINO,2
2020-11-01,PUNO,MASCULINO,2
2020-11-01,PUNO,FEMENINO,1
2020-11-01,SAN MARTIN,MASCULINO,3
2020-11-01,SAN MARTIN,FEMENINO,1
2020-11-01,TACNA,FEMENINO,1
2020-11-01,UCAYALI,MASCULINO,2
2020-11-01,UCAYALI,FEMENINO,1
2020-11-02,AMAZONAS,MASCULINO,1
2020-11-02,ANCASH,MASCULINO,2
2020-11-02,ANCASH,FEMENINO,2
2020-11-02,APURIMAC,MASCULINO,1
2020-11-02,APURIMAC,FEMENINO,1
2020-11-02,AREQUIPA,FEMENINO,1
2020-11-02,AYACUCHO,MASCULINO,2
2020-11-02,CAJAMARCA,MASCULINO,4
2020-11-02,CAJAMARCA,FEMENINO,3
2020-11-02,CALLAO,MASCULINO,2
2020-11-02,CALLAO,FEMENINO,1
2020-11-02,CUSCO,MASCULINO,1
2020-11-02,CUSCO,FEMENINO,1
2020-11-02,HUANUCO,MASCULINO,2
2020-11-02,ICA,MASCULINO,6
2020-11-02,ICA,FEMENINO,1
2020-11-02,JUNIN,MASCULINO,2
2020-11-02,JUNIN,FEMENINO,4
2020-11-02,LA LIBERTAD,MASCULINO,1
2020-11-02,LA LIBERTAD,FEMENINO,2
2020-11-02,LAMBAYEQUE,MASCULINO,7
2020-11-02,LAMBAYEQUE,FEMENINO,4
2020-11-02,LIMA,MASCULINO,21
2020-11-02,LIMA,FEMENINO,20
2020-11-02,LORETO,MASCULINO,1
2020-11-02,MOQUEGUA,FEMENINO,1
2020-11-02,PASCO,MASCULINO,1
2020-11-02,PIURA,MASCULINO,6
2020-11-02,PIURA,FEMENINO,3
2020-11-02,PUNO,MASCULINO,3
2020-11-02,PUNO,FEMENINO,1
2020-11-02,TACNA,MASCULINO,1
2020-11-02,TACNA,FEMENINO,1
2020-11-02,UCAYALI,MASCULINO,2
2020-11-03,AMAZONAS,MASCULINO,1
2020-11-03,ANCASH,MASCULINO,1
2020-11-03,ANCASH,FEMENINO,2
2020-11-03,AREQUIPA,MASCULINO,4
2020-11-03,CAJAMARCA,FEMENINO,2
2020-11-03,CALLAO,MASCULINO,5
2020-11-03,CALLAO,FEMENINO,1
2020-11-03,CUSCO,FEMENINO,4
2020-11-03,HUANUCO,MASCULINO,1
2020-11-03,HUANUCO,FEMENINO,1
2020-11-03,ICA,MASCULINO,1
2020-11-03,ICA,FEMENINO,2
2020-11-03,JUNIN,MASCULINO,3
2020-11-03,JUNIN,FEMENINO,1
2020-11-03,LA LIBERTAD,MASCULINO,1
2020-11-03,LA LIBERTAD,FEMENINO,2
2020-11-03,LAMBAYEQUE,MASCULINO,2
2020-11-03,LAMBAYEQUE,FEMENINO,4
2020-11-03,LIMA,MASCULINO,19
2020-11-03,LIMA,FEMENINO,20
2020-11-03,MOQUEGUA,MASCULINO,1
2020-11-03,PASCO,MASCULINO,1
2020-11-03,PASCO,FEMENINO,1
2020-11-03,PIURA,MASCULINO,7
2020-11-03,PIURA,FEMENINO,2
2020-11-03,PUNO,MASCULINO,4
2020-11-03,PUNO,FEMENINO,3
2020-11-03,SAN MARTIN,MASCULINO,1
2020-11-03,SAN MARTIN,FEMENINO,1
2020-11-03,TACNA,MASCULINO,2
2020-11-03,TUMBES,MASCULINO,1
2020-11-04,AMAZONAS,MASCULINO,2
2020-11-04,ANCASH,MASCULINO,1
2020-11-04,ANCASH,FEMENINO,1
2020-11-04,APURIMAC,MASCULINO,1
2020-11-04,AREQUIPA,MASCULINO,1
2020-11-04,AREQUIPA,FEMENINO,5
2020-11-04,CAJAMARCA,MASCULINO,3
2020-11-04,CALLAO,MASCULINO,5
2020-11-04,CALLAO,FEMENINO,2
2020-11-04,CUSCO,FEMENINO,2
2020-11-04,HUANUCO,MASCULINO,3
2020-11-04,ICA,MASCULINO,1
2020-11-04,ICA,FEMENINO,2
2020-11-04,JUNIN,MASCULINO,1
2020-11-04,LA LIBERTAD,MASCULINO,2
2020-11-04,LA LIBERTAD,FEMENINO,3
2020-11-04,LAMBAYEQUE,MASCULINO,5
2020-11-04,LAMBAYEQUE,FEMENINO,5
2020-11-04,LIMA,MASCULINO,33
2020-11-04,LIMA,FEMENINO,29
2020-11-04,MOQUEGUA,MASCULINO,1
2020-11-04,PASCO,FEMENINO,2
2020-11-04,PIURA,MASCULINO,4
2020-11-04,PIURA,FEMENINO,6
2020-11-04,PUNO,FEMENINO,3
2020-11-04,SAN MARTIN,MASCULINO,2
2020-11-04,SAN MARTIN,FEMENINO,2
2020-11-04,TACNA,MASCULINO,3
2020-11-04,TUMBES,MASCULINO,1
2020-11-04,UCAYALI,MASCULINO,1
2020-11-04,UCAYALI,FEMENINO,1
2020-11-05,ANCASH,MASCULINO,2
2020-11-05,ANCASH,FEMENINO,3
2020-11-05,APURIMAC,MASCULINO,1
2020-11-05,AREQUIPA,MASCULINO,1
2020-11-05,AREQUIPA,FEMENINO,2
2020-11-05,CAJAMARCA,MASCULINO,1
2020-11-05,CAJAMARCA,FEMENINO,2
2020-11-05,CALLAO,MASCULINO,1
2020-11-05,CALLAO,FEMENINO,5
2020-11-05,CUSCO,MASCULINO,2
2020-11-05,CUSCO,FEMENINO,1
2020-11-05,HUANUCO,MASCULINO,1
2020-11-05,HUANUCO,FEMENINO,3
2020-11-05,ICA,MASCULINO,2
2020-11-05,ICA,FEMENINO,1
2020-11-05,JUNIN,MASCULINO,1
2020-11-05,JUNIN,FEMENINO,3
2020-11-05,LA LIBERTAD,MASCULINO,5
2020-11-05,LA LIBERTAD,FEMENINO,2
2020-11-05,LAMBAYEQUE,MASCULINO,3
2020-11-05,LAMBAYEQUE,FEMENINO,4
2020-11-05,LIMA,MASCULINO,21
2020-11-05,LIMA,FEMENINO,15
2020-11-05,LORETO,MASCULINO,1
2020-11-05,LORETO,FEMENINO,1
2020-11-05,MADRE DE DIOS,MASCULINO,1
2020-11-05,MADRE DE DIOS,FEMENINO,1
2020-11-05,MOQUEGUA,FEMENINO,1
2020-11-05,PIURA,MASCULINO,6
2020-11-05,PIURA,FEMENINO,4
2020-11-05,PUNO,MASCULINO,3
2020-11-05,PUNO,FEMENINO,1
2020-11-05,TUMBES,FEMENINO,1
2020-11-05,UCAYALI,FEMENINO,1
2020-11-06,AMAZONAS,MASCULINO,1
2020-11-06,ANCASH,MASCULINO,2
2020-11-06,ANCASH,FEMENINO,1
2020-11-06,AREQUIPA,MASCULINO,1
2020-11-06,AREQUIPA,FEMENINO,5
2020-11-06,AYACUCHO,FEMENINO,1
2020-11-06,CAJAMARCA,MASCULINO,1
2020-11-06,CAJAMARCA,FEMENINO,2
2020-11-06,CALLAO,MASCULINO,2
2020-11-06,CALLAO,FEMENINO,1
2020-11-06,CUSCO,MASCULINO,2
2020-11-06,HUANCAVELICA,MASCULINO,2
2020-11-06,HUANUCO,MASCULINO,1
2020-11-06,HUANUCO,FEMENINO,1
2020-11-06,ICA,MASCULINO,1
2020-11-06,ICA,FEMENINO,1
2020-11-06,JUNIN,MASCULINO,2
2020-11-06,JUNIN,FEMENINO,3
2020-11-06,LA LIBERTAD,MASCULINO,4
2020-11-06,LA LIBERTAD,FEMENINO,1
2020-11-06,LAMBAYEQUE,MASCULINO,1
2020-11-06,LAMBAYEQUE,FEMENINO,6
2020-11-06,LIMA,MASCULINO,29
2020-11-06,LIMA,FEMENINO,18
2020-11-06,LORETO,MASCULINO,2
2020-11-06,MOQUEGUA,MASCULINO,1
2020-11-06,PIURA,MASCULINO,7
2020-11-06,PIURA,FEMENINO,6
2020-11-06,PUNO,MASCULINO,2
2020-11-06,SAN MARTIN,MASCULINO,1
2020-11-06,SAN MARTIN,FEMENINO,1
2020-11-06,UCAYALI,MASCULINO,2
2020-11-06,UCAYALI,FEMENINO,3
2020-11-07,ANCASH,FEMENINO,2
2020-11-07,APURIMAC,MASCULINO,2
2020-11-07,AREQUIPA,FEMENINO,3
2020-11-07,AYACUCHO,FEMENINO,1
2020-11-07,CAJAMARCA,MASCULINO,2
2020-11-07,CAJAMARCA,FEMENINO,1
2020-11-07,CALLAO,MASCULINO,4
2020-11-07,CALLAO,FEMENINO,1
2020-11-07,CUSCO,FEMENINO,2
2020-11-07,HUANCAVELICA,MASCULINO,1
2020-11-07,ICA,MASCULINO,2
2020-11-07,ICA,FEMENINO,2
2020-11-07,JUNIN,MASCULINO,2
2020-11-07,LA LIBERTAD,MASCULINO,1
2020-11-07,LA LIBERTAD,FEMENINO,4
2020-11-07,LAMBAYEQUE,MASCULINO,5
2020-11-07,LAMBAYEQUE,FEMENINO,5
2020-11-07,LIMA,MASCULINO,22
2020-11-07,LIMA,FEMENINO,15
2020-11-07,LORETO,MASCULINO,1
2020-11-07,LORETO,FEMENINO,1
2020-11-07,MADRE DE DIOS,MASCULINO,1
2020-11-07,MOQUEGUA,MASCULINO,1
2020-11-07,MOQUEGUA,FEMENINO,1
2020-11-07,PIURA,MASCULINO,4
2020-11-07,PIURA,FEMENINO,1
2020-11-07,PUNO,MASCULINO,2
2020-11-07,TACNA,MASCULINO,2
2020-11-07,TACNA,FEMENINO,1
2020-11-07,TUMBES,MASCULINO,1
2020-11-07,TUMBES,FEMENINO,3
2020-11-07,UCAYALI,MASCULINO,1
2020-11-07,UCAYALI,FEMENINO,1
2020-11-08,AMAZONAS,MASCULINO,1
2020-11-08,ANCASH,MASCULINO,5
2020-11-08,ANCASH,FEMENINO,2
2020-11-08,APURIMAC,FEMENINO,1
2020-11-08,AREQUIPA,MASCULINO,1
2020-11-08,AREQUIPA,FEMENINO,2
2020-11-08,AYACUCHO,MASCULINO,3
2020-11-08,CALLAO,MASCULINO,1
2020-11-08,CALLAO,FEMENINO,5
2020-11-08,CUSCO,MASCULINO,2
2020-11-08,CUSCO,FEMENINO,1
2020-11-08,HUANCAVELICA,MASCULINO,2
2020-11-08,HUANUCO,MASCULINO,3
2020-11-08,HUANUCO,FEMENINO,1
2020-11-08,ICA,MASCULINO,3
2020-11-08,ICA,FEMENINO,1
2020-11-08,LA LIBERTAD,MASCULINO,2
2020-11-08,LA LIBERTAD,FEMENINO,2
2020-11-08,LAMBAYEQUE,MASCULINO,4
2020-11-08,LAMBAYEQUE,FEMENINO,3
2020-11-08,LIMA,MASCULINO,30
2020-11-08,LIMA,FEMENINO,20
2020-11-08,LORETO,MASCULINO,2
2020-11-08,LORETO,FEMENINO,1
2020-11-08,MOQUEGUA,MASCULINO,1
2020-11-08,PIURA,MASCULINO,3
2020-11-08,PIURA,FEMENINO,3
2020-11-08,SAN MARTIN,MASCULINO,2
2020-11-08,SAN MARTIN,FEMENINO,1
2020-11-09,ANCASH,MASCULINO,1
2020-11-09,ANCASH,FEMENINO,1
2020-11-09,APURIMAC,MASCULINO,1
2020-11-09,AREQUIPA,MASCULINO,1
2020-11-09,AREQUIPA,FEMENINO,4
2020-11-09,AYACUCHO,MASCULINO,2
2020-11-09,CAJAMARCA,MASCULINO,1
2020-11-09,CAJAMARCA,FEMENINO,3
2020-11-09,CALLAO,MASCULINO,6
2020-11-09,CALLAO,FEMENINO,2
2020-11-09,CUSCO,FEMENINO,1
2020-11-09,HUANCAVELICA,FEMENINO,1
2020-11-09,HUANUCO,FEMENINO,1
2020-11-09,ICA,MASCULINO,3
2020-11-09,JUNIN,MASCULINO,2
2020-11-09,LA LIBERTAD,MASCULINO,3
2020-11-09,LA LIBERTAD,FEMENINO,2
2020-11-09,LAMBAYEQUE,MASCULINO,10
2020-11-09,LAMBAYEQUE,FEMENINO,5
2020-11-09,LIMA,MASCULINO,30
2020-11-09,LIMA,FEMENINO,18
2020-11-09,MOQUEGUA,MASCULINO,1
2020-11-09,PASCO,FEMENINO,1
2020-11-09,PIURA,MASCULINO,8
2020-11-09,PIURA,FEMENINO,4
2020-11-09,PUNO,FEMENINO,1
2020-11-09,TUMBES,FEMENINO,1
2020-11-09,UCAYALI,MASCULINO,1
2020-11-10,AMAZONAS,MASCULINO,1
2020-11-10,ANCASH,FEMENINO,2
2020-11-10,AREQUIPA,MASCULINO,1
2020-11-10,AREQUIPA,FEMENINO,2
2020-11-10,CAJAMARCA,MASCULINO,5
2020-11-10,CAJAMARCA,FEMENINO,1
2020-11-10,CALLAO,MASCULINO,1
2020-11-10,CALLAO,FEMENINO,2
2020-11-10,CUSCO,MASCULINO,3
2020-11-10,HUANCAVELICA,MASCULINO,1
2020-11-10,HUANUCO,MASCULINO,1
2020-11-10,HUANUCO,FEMENINO,2
2020-11-10,ICA,MASCULINO,5
2020-11-10,JUNIN,MASCULINO,1
2020-11-10,JUNIN,FEMENINO,1
2020-11-10,LA LIBERTAD,MASCULINO,4
2020-11-10,LA LIBERTAD,FEMENINO,1
2020-11-10,LAMBAYEQUE,MASCULINO,5
2020-11-10,LAMBAYEQUE,FEMENINO,6
2020-11-10,LIMA,MASCULINO,35
2020-11-10,LIMA,FEMENINO,15
2020-11-10,LORETO,MASCULINO,2
2020-11-10,MOQUEGUA,MASCULINO,1
2020-11-10,PASCO,MASCULINO,1
2020-11-10,PIURA,MASCULINO,5
2020-11-10,PIURA,FEMENINO,1
2020-11-10,PUNO,FEMENINO,2
2020-11-10,SAN MARTIN,MASCULINO,2
2020-11-10,TACNA,FEMENINO,1
2020-11-10,TUMBES,FEMENINO,1
2020-11-11,AMAZONAS,FEMENINO,1
2020-11-11,ANCASH,MASCULINO,3
2020-11-11,ANCASH,FEMENINO,2
2020-11-11,APURIMAC,MASCULINO,1
2020-11-11,AREQUIPA,MASCULINO,1
2020-11-11,AYACUCHO,MASCULINO,1
2020-11-11,CAJAMARCA,MASCULINO,1
2020-11-11,CALLAO,MASCULINO,8
2020-11-11,CALLAO,FEMENINO,3
2020-11-11,CUSCO,MASCULINO,2
2020-11-11,CUSCO,FEMENINO,3
2020-11-11,HUANCAVELICA,FEMENINO,1
2020-11-11,HUANUCO,FEMENINO,2
2020-11-11,ICA,MASCULINO,4
2020-11-11,ICA,FEMENINO,2
2020-11-11,JUNIN,FEMENINO,3
2020-11-11,LA LIBERTAD,MASCULINO,3
2020-11-11,LA LIBERTAD,FEMENINO,1
2020-11-11,LAMBAYEQUE,MASCULINO,9
2020-11-11,LAMBAYEQUE,FEMENINO,2
2020-11-11,LIMA,MASCULINO,21
2020-11-11,LIMA,FEMENINO,11
2020-11-11,LORETO,MASCULINO,1
2020-11-11,MADRE DE DIOS,FEMENINO,1
2020-11-11,PIURA,MASCULINO,4
2020-11-11,PIURA,FEMENINO,2
2020-11-11,PUNO,MASCULINO,1
2020-11-11,PUNO,FEMENINO,3
2020-11-11,SAN MARTIN,MASCULINO,2
2020-11-11,TACNA,MASCULINO,1
2020-11-11,TUMBES,MASCULINO,1
2020-11-11,TUMBES,FEMENINO,1
2020-11-11,UCAYALI,FEMENINO,1
2020-11-12,ANCASH,MASCULINO,1
2020-11-12,APURIMAC,MASCULINO,1
2020-11-12,APURIMAC,FEMENINO,3
2020-11-12,AREQUIPA,MASCULINO,2
2020-11-12,AREQUIPA,FEMENINO,1
2020-11-12,AYACUCHO,MASCULINO,2
2020-11-12,CAJAMARCA,MASCULINO,1
2020-11-12,CAJAMARCA,FEMENINO,2
2020-11-12,CALLAO,MASCULINO,2
2020-11-12,CALLAO,FEMENINO,3
2020-11-12,CUSCO,MASCULINO,6
2020-11-12,CUSCO,FEMENINO,1
2020-11-12,HUANUCO,FEMENINO,1
2020-11-12,ICA,MASCULINO,3
2020-11-12,ICA,FEMENINO,3
2020-11-12,JUNIN,FEMENINO,1
2020-11-12,LA LIBERTAD,MASCULINO,7
2020-11-12,LA LIBERTAD,FEMENINO,7
2020-11-12,LAMBAYEQUE,MASCULINO,2
2020-11-12,LAMBAYEQUE,FEMENINO,4
2020-11-12,LIMA,MASCULINO,16
2020-11-12,LIMA,FEMENINO,16
2020-11-12,MADRE DE DIOS,FEMENINO,1
2020-11-12,PIURA,MASCULINO,5
2020-11-12,PIURA,FEMENINO,3
2020-11-12,PUNO,MASCULINO,1
2020-11-12,SAN MARTIN,FEMENINO,4
2020-11-12,UCAYALI,MASCULINO,1
2020-11-13,AMAZONAS,MASCULINO,2
2020-11-13,ANCASH,MASCULINO,2
2020-11-13,ANCASH,FEMENINO,1
2020-11-13,APURIMAC,MASCULINO,2
2020-11-13,APURIMAC,FEMENINO,1
2020-11-13,AREQUIPA,MASCULINO,3
2020-11-13,AREQUIPA,FEMENINO,2
2020-11-13,AYACUCHO,MASCULINO,2
2020-11-13,CAJAMARCA,MASCULINO,3
2020-11-13,CAJAMARCA,FEMENINO,1
2020-11-13,CALLAO,MASCULINO,4
2020-11-13,CALLAO,FEMENINO,3
2020-11-13,CUSCO,MASCULINO,1
2020-11-13,CUSCO,FEMENINO,1
2020-11-13,HUANUCO,MASCULINO,3
2020-11-13,HUANUCO,FEMENINO,2
2020-11-13,ICA,MASCULINO,1
2020-11-13,ICA,FEMENINO,2
2020-11-13,JUNIN,MASCULINO,8
2020-11-13,JUNIN,FEMENINO,1
2020-11-13,LA LIBERTAD,MASCULINO,6
2020-11-13,LA LIBERTAD,FEMENINO,1
2020-11-13,LAMBAYEQUE,MASCULINO,7
2020-11-13,LAMBAYEQUE,FEMENINO,3
2020-11-13,LIMA,MASCULINO,27
2020-11-13,LIMA,FEMENINO,12
2020-11-13,LORETO,MASCULINO,1
2020-11-13,MADRE DE DIOS,MASCULINO,1
2020-11-13,MOQUEGUA,MASCULINO,2
2020-11-13,PIURA,MASCULINO,10
2020-11-13,PIURA,FEMENINO,4
2020-11-13,PUNO,FEMENINO,4
2020-11-13,SAN MARTIN,MASCULINO,1
2020-11-13,SAN MARTIN,FEMENINO,1
2020-11-13,TACNA,MASCULINO,1
2020-11-13,TACNA,FEMENINO,1
2020-11-13,UCAYALI,MASCULINO,1
2020-11-13,UCAYALI,FEMENINO,1
2020-11-14,AMAZONAS,MASCULINO,2
2020-11-14,ANCASH,MASCULINO,3
2020-11-14,ANCASH,FEMENINO,1
2020-11-14,APURIMAC,FEMENINO,1
2020-11-14,AREQUIPA,MASCULINO,5
2020-11-14,AREQUIPA,FEMENINO,2
2020-11-14,CAJAMARCA,MASCULINO,2
2020-11-14,CALLAO,MASCULINO,2
2020-11-14,CALLAO,FEMENINO,1
2020-11-14,CUSCO,MASCULINO,1
2020-11-14,HUANCAVELICA,FEMENINO,2
2020-11-14,HUANUCO,FEMENINO,1
2020-11-14,ICA,MASCULINO,3
2020-11-14,ICA,FEMENINO,3
2020-11-14,JUNIN,MASCULINO,3
2020-11-14,JUNIN,FEMENINO,1
2020-11-14,LA LIBERTAD,MASCULINO,4
2020-11-14,LAMBAYEQUE,MASCULINO,6
2020-11-14,LAMBAYEQUE,FEMENINO,3
2020-11-14,LIMA,MASCULINO,22
2020-11-14,LIMA,FEMENINO,19
2020-11-14,LORETO,FEMENINO,2
2020-11-14,PASCO,MASCULINO,2
2020-11-14,PIURA,MASCULINO,5
2020-11-14,PIURA,FEMENINO,3
2020-11-14,PUNO,MASCULINO,2
2020-11-14,SAN MARTIN,FEMENINO,1
2020-11-14,TACNA,FEMENINO,1
2020-11-14,UCAYALI,MASCULINO,2
2020-11-14,UCAYALI,FEMENINO,2
2020-11-15,ANCASH,MASCULINO,5
2020-11-15,ANCASH,FEMENINO,1
2020-11-15,AREQUIPA,MASCULINO,3
2020-11-15,AREQUIPA,FEMENINO,3
2020-11-15,CAJAMARCA,MASCULINO,2
2020-11-15,CAJAMARCA,FEMENINO,1
2020-11-15,CALLAO,MASCULINO,1
2020-11-15,CUSCO,MASCULINO,2
2020-11-15,HUANCAVELICA,FEMENINO,1
2020-11-15,HUANUCO,MASCULINO,1
2020-11-15,ICA,MASCULINO,2
2020-11-15,ICA,FEMENINO,2
2020-11-15,JUNIN,MASCULINO,1
2020-11-15,JUNIN,FEMENINO,1
2020-11-15,LA LIBERTAD,MASCULINO,3
2020-11-15,LAMBAYEQUE,MASCULINO,2
2020-11-15,LAMBAYEQUE,FEMENINO,2
2020-11-15,LIMA,MASCULINO,13
2020-11-15,LIMA,FEMENINO,10
2020-11-15,PIURA,MASCULINO,7
2020-11-15,PIURA,FEMENINO,5
2020-11-15,SAN MARTIN,FEMENINO,2
2020-11-15,TACNA,FEMENINO,1
2020-11-15,TUMBES,MASCULINO,1
2020-11-15,UCAYALI,FEMENINO,1
2020-11-16,ANCASH,FEMENINO,1
2020-11-16,APURIMAC,MASCULINO,1
2020-11-16,APURIMAC,FEMENINO,2
2020-11-16,AREQUIPA,MASCULINO,6
2020-11-16,AREQUIPA,FEMENINO,3
2020-11-16,AYACUCHO,MASCULINO,2
2020-11-16,AYACUCHO,FEMENINO,1
2020-11-16,CAJAMARCA,MASCULINO,2
2020-11-16,CALLAO,MASCULINO,4
2020-11-16,CALLAO,FEMENINO,2
2020-11-16,CUSCO,MASCULINO,3
2020-11-16,HUANUCO,MASCULINO,1
2020-11-16,ICA,MASCULINO,2
2020-11-16,ICA,FEMENINO,4
2020-11-16,JUNIN,MASCULINO,1
2020-11-16,JUNIN,FEMENINO,2
2020-11-16,LA LIBERTAD,MASCULINO,6
2020-11-16,LA LIBERTAD,FEMENINO,2
2020-11-16,LAMBAYEQUE,MASCULINO,9
2020-11-16,LAMBAYEQUE,FEMENINO,3
2020-11-16,LIMA,MASCULINO,15
2020-11-16,LIMA,FEMENINO,7
2020-11-16,LORETO,MASCULINO,1
2020-11-16,PIURA,MASCULINO,7
2020-11-16,PIURA,FEMENINO,5
2020-11-16,PUNO,MASCULINO,1
2020-11-16,PUNO,FEMENINO,2
2020-11-16,SAN MARTIN,FEMENINO,1
2020-11-17,ANCASH,MASCULINO,4
2020-11-17,ANCASH,FEMENINO,2
2020-11-17,AREQUIPA,MASCULINO,2
2020-11-17,AREQUIPA,FEMENINO,4
2020-11-17,AYACUCHO,MASCULINO,2
2020-11-17,CAJAMARCA,FEMENINO,2
2020-11-17,CALLAO,MASCULINO,1
2020-11-17,CUSCO,MASCULINO,1
2020-11-17,CUSCO,FEMENINO,4
2020-11-17,HUANCAVELICA,FEMENINO,1
2020-11-17,ICA,MASCULINO,4
2020-11-17,JUNIN,MASCULINO,2
2020-11-17,LA LIBERTAD,MASCULINO,5
2020-11-17,LA LIBERTAD,FEMENINO,3
2020-11-17,LAMBAYEQUE,MASCULINO,3
2020-11-17,LAMBAYEQUE,FEMENINO,3
2020-11-17,LIMA,MASCULINO,25
2020-11-17,LIMA,FEMENINO,17
2020-11-17,LORETO,FEMENINO,1
2020-11-17,MOQUEGUA,FEMENINO,1
2020-11-17,PIURA,MASCULINO,7
2020-11-17,PIURA,FEMENINO,8
2020-11-17,SAN MARTIN,FEMENINO,1
2020-11-17,TUMBES,FEMENINO,1
2020-11-17,UCAYALI,MASCULINO,1
2020-11-18,ANCASH,MASCULINO,1
2020-11-18,ANCASH,FEMENINO,2
2020-11-18,APURIMAC,FEMENINO,1
2020-11-18,AREQUIPA,MASCULINO,3
2020-11-18,AREQUIPA,FEMENINO,2
2020-11-18,CALLAO,MASCULINO,3
2020-11-18,CALLAO,FEMENINO,2
2020-11-18,CUSCO,MASCULINO,1
2020-11-18,CUSCO,FEMENINO,4
2020-11-18,HUANUCO,MASCULINO,1
2020-11-18,ICA,MASCULINO,4
2020-11-18,JUNIN,MASCULINO,1
2020-11-18,LA LIBERTAD,FEMENINO,2
2020-11-18,LAMBAYEQUE,MASCULINO,7
2020-11-18,LAMBAYEQUE,FEMENINO,4
2020-11-18,LIMA,MASCULINO,22
2020-11-18,LIMA,FEMENINO,13
2020-11-18,LORETO,MASCULINO,1
2020-11-18,PIURA,MASCULINO,10
2020-11-18,PIURA,FEMENINO,8
2020-11-18,PUNO,MASCULINO,1
2020-11-18,PUNO,FEMENINO,1
2020-11-18,SAN MARTIN,MASCULINO,1
2020-11-18,TACNA,FEMENINO,2
2020-11-18,UCAYALI,MASCULINO,1
2020-11-18,UCAYALI,FEMENINO,2
2020-11-19,AMAZONAS,MASCULINO,1
2020-11-19,ANCASH,MASCULINO,5
2020-11-19,ANCASH,FEMENINO,2
2020-11-19,AREQUIPA,MASCULINO,3
2020-11-19,AYACUCHO,FEMENINO,1
2020-11-19,CAJAMARCA,MASCULINO,2
2020-11-19,CALLAO,MASCULINO,4
2020-11-19,CALLAO,FEMENINO,2
2020-11-19,CUSCO,FEMENINO,1
2020-11-19,HUANCAVELICA,FEMENINO,1
2020-11-19,HUANUCO,FEMENINO,1
2020-11-19,ICA,MASCULINO,2
2020-11-19,ICA,FEMENINO,1
2020-11-19,JUNIN,MASCULINO,1
2020-11-19,JUNIN,FEMENINO,2
2020-11-19,LA LIBERTAD,MASCULINO,4
2020-11-19,LA LIBERTAD,FEMENINO,2
2020-11-19,LAMBAYEQUE,MASCULINO,6
2020-11-19,LAMBAYEQUE,FEMENINO,3
2020-11-19,LIMA,MASCULINO,17
2020-11-19,LIMA,FEMENINO,14
2020-11-19,LORETO,FEMENINO,1
2020-11-19,MADRE DE DIOS,FEMENINO,1
2020-11-19,PIURA,MASCULINO,7
2020-11-19,PIURA,FEMENINO,3
2020-11-19,SAN MARTIN,MASCULINO,2
2020-11-19,TACNA,MASCULINO,1
2020-11-19,UCAYALI,MASCULINO,1
2020-11-20,AMAZONAS,MASCULINO,1
2020-11-20,ANCASH,MASCULINO,1
2020-11-20,ANCASH,FEMENINO,2
2020-11-20,APURIMAC,MASCULINO,1
2020-11-20,AREQUIPA,MASCULINO,1
2020-11-20,AREQUIPA,FEMENINO,1
